DateTime,Week-ahead Forecast [MW],Day-ahead forecast [MW],Most recent forecast [MW],Measured & upscaled [MW],Monitored Capacity [MW],Active Decremental Bids [yes/no],Day-ahead forecast(11h00) [MW]
2021-01-16 07:15:00,1023.18,,660.36,,4670.829000000005,No,
2021-01-16 07:30:00,1039.8,,850.63,,4670.829000000005,No,
2021-01-16 07:45:00,1091.17,,1030.05,,4670.829000000005,No,
2021-01-16 08:00:00,975.62,,1083.23,,4670.829000000005,No,
2021-01-16 08:15:00,968.07,,1120.41,,4670.829000000005,No,
2021-01-16 08:30:00,928.9,,1127.25,,4670.829000000005,No,
2021-01-16 08:45:00,946.95,,1091.54,,4670.829000000005,No,
2021-01-16 09:00:00,929.08,,1127.77,,4670.829000000005,No,
2021-01-16 09:15:00,921.15,,1215.69,,4670.829000000005,No,
2021-01-16 09:30:00,898.59,,1303.79,,4670.829000000005,No,
2021-01-16 09:45:00,888.22,,1421.88,,4670.829000000005,No,
2021-01-16 10:00:00,869.43,,1587.18,,4670.829000000005,No,
2021-01-16 10:15:00,851.76,,1728.82,,4670.829000000005,No,
2021-01-16 10:30:00,830.46,,1873.79,,4670.829000000005,No,
2021-01-16 10:45:00,825.53,,1986.3,,4670.829000000005,No,
2021-01-16 11:00:00,823.01,,2053.66,,4670.829000000005,No,
2021-01-16 11:15:00,820.79,,2102.2,,4670.829000000005,No,
2021-01-16 11:30:00,818.22,,2159.31,,4670.829000000005,No,
2021-01-16 11:45:00,797.43,,2221.02,,4670.829000000005,No,
2021-01-16 12:00:00,815.23,,2216.66,,4670.829000000005,No,
2021-01-16 12:15:00,820.26,,2241.78,,4670.829000000005,No,
2021-01-16 12:30:00,800.92,,2265.02,,4670.829000000005,No,
2021-01-16 12:45:00,783.28,,2302.9,,4670.829000000005,No,
2021-01-16 13:00:00,754.54,,2325.47,,4670.829000000005,No,
2021-01-16 13:15:00,747.82,,2366.71,,4670.829000000005,No,
2021-01-16 13:30:00,750.1,,2412.98,,4670.829000000005,No,
2021-01-16 13:45:00,749.12,,2441.63,,4670.829000000005,No,
2021-01-16 14:00:00,764.58,,2459.59,,4670.829000000005,No,
2021-01-16 14:15:00,784.2,,2477.22,,4670.829000000005,No,
2021-01-16 14:30:00,782.38,,2516.94,,4670.829000000005,No,
2021-01-16 14:45:00,754.62,,2564.74,,4670.829000000005,No,
2021-01-16 15:00:00,743.52,,2581.02,,4670.829000000005,No,
2021-01-16 15:15:00,744.85,,2606.37,,4670.829000000005,No,
2021-01-16 15:30:00,745.47,,2645.02,,4670.829000000005,No,
2021-01-16 15:45:00,752.04,,2668.8,,4670.829000000005,No,
2021-01-16 16:00:00,755.54,,2695.44,,4670.829000000005,No,
2021-01-16 16:15:00,736.64,,2716.15,,4670.829000000005,No,
2021-01-16 16:30:00,752.75,,2737.63,,4670.829000000005,No,
2021-01-16 16:45:00,754.92,,2764.84,,4670.829000000005,No,
2021-01-16 17:00:00,763.53,,2797.91,,4670.829000000005,No,
2021-01-16 17:15:00,768.21,,2820.47,,4670.829000000005,No,
2021-01-16 17:30:00,751.87,,2846.71,,4670.829000000005,No,
2021-01-16 17:45:00,738.45,,2866.31,,4670.829000000005,No,
2021-01-16 18:00:00,760.15,,2888.13,,4670.829000000005,No,
2021-01-16 18:15:00,788.12,,2904.61,,4670.829000000005,No,
2021-01-16 18:30:00,820.64,,2909.65,,4670.829000000005,No,
2021-01-16 18:45:00,839.23,,2918.48,,4670.829000000005,No,
2021-01-16 19:00:00,845.39,,2925.99,,4670.829000000005,No,
2021-01-16 19:15:00,780.89,,2924.69,,4670.829000000005,No,
2021-01-16 19:30:00,769.83,,2918.33,,4670.829000000005,No,
2021-01-16 19:45:00,745.48,,2919.92,,4670.829000000005,No,
2021-01-16 20:00:00,713.31,,2906.97,,4670.829000000005,No,
2021-01-16 20:15:00,666.43,,2890.13,,4670.829000000005,No,
2021-01-16 20:30:00,617.92,,2886.34,,4670.829000000005,No,
2021-01-16 20:45:00,580.03,,2835.81,,4670.829000000005,No,
2021-01-16 21:00:00,574.87,,2844.25,,4670.829000000005,No,
2021-01-16 21:15:00,573.39,,2790.28,,4670.829000000005,No,
2021-01-16 21:30:00,560.9,,2756.88,,4670.829000000005,No,
2021-01-16 21:45:00,535.49,,2719.78,,4670.829000000005,No,
2021-01-16 22:00:00,510.88,,2667.8,,4670.829000000005,No,
2021-01-16 22:15:00,489.65,,2580.01,,4670.829000000005,No,
2021-01-16 22:30:00,479.26,,2500.42,,4670.829000000005,No,
2021-01-16 22:45:00,463.35,,2432.2,,4670.829000000005,No,
2021-01-16 23:00:00,450.67,,2393.56,,4670.829000000005,No,
2021-01-16 23:15:00,448.18,,2326.14,,4670.829000000005,No,
2021-01-16 23:30:00,442.8,,2267.24,,4670.829000000005,No,
2021-01-16 23:45:00,427.29,,2206.09,,4670.829000000005,No,
2021-01-17 00:00:00,703.49,,2186.92,,4670.829000000005,No,
2021-01-17 00:15:00,702.13,,2088.2,,4670.829000000005,No,
2021-01-17 00:30:00,710.56,,2116.07,,4670.829000000005,No,
2021-01-17 00:45:00,726.31,,2145.14,,4670.829000000005,No,
2021-01-17 01:00:00,770.3,,2174.95,,4670.829000000005,No,
2021-01-17 01:15:00,769.01,,2178.74,,4670.829000000005,No,
2021-01-17 01:30:00,767.52,,2179.55,,4670.829000000005,No,
2021-01-17 01:45:00,774.48,,2160.34,,4670.829000000005,No,
2021-01-17 02:00:00,758.21,,2120.8,,4670.829000000005,No,
2021-01-17 02:15:00,755.03,,2121.39,,4670.829000000005,No,
2021-01-17 02:30:00,751.03,,2082.04,,4670.829000000005,No,
2021-01-17 02:45:00,738.57,,2064.39,,4670.829000000005,No,
2021-01-17 03:00:00,725.1,,2068.5,,4670.829000000005,No,
2021-01-17 03:15:00,714.78,,2028.04,,4670.829000000005,No,
2021-01-17 03:30:00,719.32,,2007.02,,4670.829000000005,No,
2021-01-17 03:45:00,728,,2027.85,,4670.829000000005,No,
2021-01-17 04:00:00,738.57,,2053.67,,4670.829000000005,No,
2021-01-17 04:15:00,747.23,,2059.32,,4670.829000000005,No,
2021-01-17 04:30:00,741.15,,2115.43,,4670.829000000005,No,
2021-01-17 04:45:00,732.54,,2122.09,,4670.829000000005,No,
2021-01-17 05:00:00,723.38,,2136.23,,4670.829000000005,No,
2021-01-17 05:15:00,707.08,,2136.49,,4670.829000000005,No,
2021-01-17 05:30:00,687.02,,2153.11,,4670.829000000005,No,
2021-01-17 05:45:00,667.7,,2166.55,,4670.829000000005,No,
2021-01-17 06:00:00,662.08,,2202.41,,4670.829000000005,No,
2021-01-17 06:15:00,656.34,,2212.29,,4670.829000000005,No,
2021-01-17 06:30:00,648.81,,2253.55,,4670.829000000005,No,
2021-01-17 06:45:00,637.48,,2254,,4670.829000000005,No,
2021-01-17 07:00:00,619.37,,2246.46,,4670.829000000005,No,
2021-01-17 07:15:00,630.09,,2274.43,,4670.829000000005,No,
2021-01-17 07:30:00,624.8,,2270.13,,4670.829000000005,No,
2021-01-17 07:45:00,605.09,,2302.17,,4670.829000000005,No,
2021-01-17 08:00:00,606.72,,2330.59,,4670.829000000005,No,
2021-01-17 08:15:00,613.02,,2340.27,,4670.829000000005,No,
2021-01-17 08:30:00,606.63,,2338.86,,4670.829000000005,No,
2021-01-17 08:45:00,590.04,,2346.95,,4670.829000000005,No,
2021-01-17 09:00:00,575.91,,2362.62,,4670.829000000005,No,
2021-01-17 09:15:00,562.75,,2369.75,,4670.829000000005,No,
2021-01-17 09:30:00,549.72,,2369.93,,4670.829000000005,No,
2021-01-17 09:45:00,553.12,,2404.66,,4670.829000000005,No,
2021-01-17 10:00:00,561.4,,2425.64,,4670.829000000005,No,
2021-01-17 10:15:00,567.95,,2439.56,,4670.829000000005,No,
2021-01-17 10:30:00,573.56,,2467.56,,4670.829000000005,No,
2021-01-17 10:45:00,592.05,,2490.17,,4670.829000000005,No,
2021-01-17 11:00:00,602.53,,2518.56,,4670.829000000005,No,
2021-01-17 11:15:00,611.49,,2545.27,,4670.829000000005,No,
2021-01-17 11:30:00,619.16,,2550.28,,4670.829000000005,No,
2021-01-17 11:45:00,628.23,,2565.55,,4670.829000000005,No,
2021-01-17 12:00:00,639.69,,2558.76,,4670.829000000005,No,
2021-01-17 12:15:00,646.71,,2551.72,,4670.829000000005,No,
2021-01-17 12:30:00,650.21,,2540.28,,4670.829000000005,No,
2021-01-17 12:45:00,653.41,,2567.27,,4670.829000000005,No,
2021-01-17 13:00:00,657.07,,2560.63,,4670.829000000005,No,
2021-01-17 13:15:00,676.5,,2562.39,,4670.829000000005,No,
2021-01-17 13:30:00,680.29,,2549.45,,4670.829000000005,No,
2021-01-17 13:45:00,662.38,,2527.27,,4670.829000000005,No,
2021-01-17 14:00:00,652,,2500.1,,4670.829000000005,No,
2021-01-17 14:15:00,639.43,,2475.66,,4670.829000000005,No,
2021-01-17 14:30:00,657.82,,2447.53,,4670.829000000005,No,
2021-01-17 14:45:00,641.78,,2410.31,,4670.829000000005,No,
2021-01-17 15:00:00,657.54,,2375.75,,4670.829000000005,No,
2021-01-17 15:15:00,677.98,,2357.36,,4670.829000000005,No,
2021-01-17 15:30:00,700.08,,2316.37,,4670.829000000005,No,
2021-01-17 15:45:00,723.54,,2255.97,,4670.829000000005,No,
2021-01-17 16:00:00,777.41,,2209.96,,4670.829000000005,No,
2021-01-17 16:15:00,826.54,,2169.43,,4670.829000000005,No,
2021-01-17 16:30:00,872.51,,2127.58,,4670.829000000005,No,
2021-01-17 16:45:00,914.28,,2073.85,,4670.829000000005,No,
2021-01-17 17:00:00,948.98,,2015.74,,4670.829000000005,No,
2021-01-17 17:15:00,983.99,,1949.39,,4670.829000000005,No,
2021-01-17 17:30:00,1019.92,,1867.23,,4670.829000000005,No,
2021-01-17 17:45:00,1047.43,,1795.25,,4670.829000000005,No,
2021-01-17 18:00:00,1074.68,,1730.53,,4670.829000000005,No,
2021-01-17 18:15:00,1102.36,,1697.5,,4670.829000000005,No,
2021-01-17 18:30:00,1128.63,,1668.2,,4670.829000000005,No,
2021-01-17 18:45:00,1156.83,,1576.49,,4670.829000000005,No,
2021-01-17 19:00:00,1181.08,,1547.98,,4670.829000000005,No,
2021-01-17 19:15:00,1216.13,,1512.74,,4670.829000000005,No,
2021-01-17 19:30:00,1251.85,,1512.55,,4670.829000000005,No,
2021-01-17 19:45:00,1279.63,,1497.97,,4670.829000000005,No,
2021-01-17 20:00:00,1301.18,,1485.92,,4670.829000000005,No,
2021-01-17 20:15:00,1313.1,,1448.48,,4670.829000000005,No,
2021-01-17 20:30:00,1283.78,,1427.9,,4670.829000000005,No,
2021-01-17 20:45:00,1262.05,,1423.13,,4670.829000000005,No,
2021-01-17 21:00:00,1235.54,,1442.11,,4670.829000000005,No,
2021-01-17 21:15:00,1214.75,,1461.14,,4670.829000000005,No,
2021-01-17 21:30:00,1188.91,,1457.93,,4670.829000000005,No,
2021-01-17 21:45:00,1165.32,,1450.45,,4670.829000000005,No,
2021-01-17 22:00:00,1144.84,,1446.38,,4670.829000000005,No,
2021-01-17 22:15:00,1121.85,,1435.9,,4670.829000000005,No,
2021-01-17 22:30:00,1099.38,,1420.12,,4670.829000000005,No,
2021-01-17 22:45:00,1074.04,,1391.91,,4670.829000000005,No,
2021-01-17 23:00:00,1046.05,,1364.59,,4670.829000000005,No,
2021-01-17 23:15:00,1025.56,,1339.08,,4670.829000000005,No,
2021-01-17 23:30:00,1003.09,,1335.79,,4670.829000000005,No,
2021-01-17 23:45:00,1011.46,,1356.08,,4670.829000000005,No,
2021-01-18 00:00:00,2517.94,,1364.16,,4670.829000000005,No,
2021-01-18 00:15:00,2564.31,,1321.04,,4670.829000000005,No,
2021-01-18 00:30:00,2557.93,,1317.43,,4670.829000000005,No,
2021-01-18 00:45:00,2566.21,,1318.56,,4670.829000000005,No,
2021-01-18 01:00:00,2554.69,,1327.61,,4670.829000000005,No,
2021-01-18 01:15:00,2556.97,,1346.82,,4670.829000000005,No,
2021-01-18 01:30:00,2539.24,,1356.92,,4670.829000000005,No,
2021-01-18 01:45:00,2573.77,,1379.36,,4670.829000000005,No,
2021-01-18 02:00:00,2601.78,,1398.64,,4670.829000000005,No,
2021-01-18 02:15:00,2597.24,,1400.15,,4670.829000000005,No,
2021-01-18 02:30:00,2611.8,,1366.48,,4670.829000000005,No,
2021-01-18 02:45:00,2648.35,,1364.19,,4670.829000000005,No,
2021-01-18 03:00:00,2677.98,,1389.33,,4670.829000000005,No,
2021-01-18 03:15:00,2672.01,,1417.02,,4670.829000000005,No,
2021-01-18 03:30:00,2646.87,,1450.02,,4670.829000000005,No,
2021-01-18 03:45:00,2654.36,,1502.64,,4670.829000000005,No,
2021-01-18 04:00:00,2623.92,,1537.65,,4670.829000000005,No,
2021-01-18 04:15:00,2624.35,,1610.19,,4670.829000000005,No,
2021-01-18 04:30:00,2595.7,,1637.6,,4670.829000000005,No,
2021-01-18 04:45:00,2557.9,,1667.77,,4670.829000000005,No,
2021-01-18 05:00:00,2542.37,,1703.64,,4670.829000000005,No,
2021-01-18 05:15:00,2552.38,,1756.07,,4670.829000000005,No,
2021-01-18 05:30:00,2532.26,,1815.77,,4670.829000000005,No,
2021-01-18 05:45:00,2474.85,,1814.48,,4670.829000000005,No,
2021-01-18 06:00:00,2412.91,,1843.5,,4670.829000000005,No,
2021-01-18 06:15:00,2383.24,,1863.68,,4670.829000000005,No,
2021-01-18 06:30:00,2353.06,,1875.88,,4670.829000000005,No,
2021-01-18 06:45:00,2306.07,,1896.26,,4670.829000000005,No,
2021-01-18 07:00:00,2282.72,,1928.97,,4670.829000000005,No,
2021-01-18 07:15:00,2286.85,,1969.08,,4670.829000000005,No,
2021-01-18 07:30:00,2277.48,,2027.41,,4670.829000000005,No,
2021-01-18 07:45:00,2266.37,,2071.18,,4670.829000000005,No,
2021-01-18 08:00:00,2541.25,,2066.87,,4670.829000000005,No,
2021-01-18 08:15:00,2518.3,,2096.45,,4670.829000000005,No,
2021-01-18 08:30:00,2496.53,,2112.03,,4670.829000000005,No,
2021-01-18 08:45:00,2484.81,,2139.93,,4670.829000000005,No,
2021-01-18 09:00:00,2460.18,,2158.22,,4670.829000000005,No,
2021-01-18 09:15:00,2436.67,,2184.6,,4670.829000000005,No,
2021-01-18 09:30:00,2410.95,,2210.36,,4670.829000000005,No,
2021-01-18 09:45:00,2366.7,,2238.72,,4670.829000000005,No,
2021-01-18 10:00:00,2403.88,,2251.02,,4670.829000000005,No,
2021-01-18 10:15:00,2391.42,,2284.18,,4670.829000000005,No,
2021-01-18 10:30:00,2366.12,,2313.97,,4670.829000000005,No,
2021-01-18 10:45:00,2340.85,,2312.18,,4670.829000000005,No,
2021-01-18 11:00:00,2297.77,,2316.67,,4670.829000000005,No,
2021-01-18 11:15:00,2260.05,,2359.74,,4670.829000000005,No,
2021-01-18 11:30:00,2234.11,,2356.67,,4670.829000000005,No,
2021-01-18 11:45:00,2305.38,,2396.75,,4670.829000000005,No,
2021-01-18 12:00:00,2271.39,,2408.78,,4670.829000000005,No,
2021-01-18 12:15:00,2255.95,,2435.79,,4670.829000000005,No,
2021-01-18 12:30:00,2200.31,,2435.03,,4670.829000000005,No,
2021-01-18 12:45:00,2169.05,,2442.63,,4670.829000000005,No,
2021-01-18 13:00:00,2156.64,,2466.15,,4670.829000000005,No,
2021-01-18 13:15:00,2144.46,,2416.01,,4670.829000000005,No,
2021-01-18 13:30:00,2153.21,,2397.07,,4670.829000000005,No,
2021-01-18 13:45:00,2160.07,,2374,,4670.829000000005,No,
2021-01-18 14:00:00,2134.51,,2333.07,,4670.829000000005,No,
2021-01-18 14:15:00,2089.13,,2344.37,,4670.829000000005,No,
2021-01-18 14:30:00,2084.03,,2308.52,,4670.829000000005,No,
2021-01-18 14:45:00,2048.44,,2284.2,,4670.829000000005,No,
2021-01-18 15:00:00,2044.77,,2224,,4670.829000000005,No,
2021-01-18 15:15:00,2047.58,,2183.81,,4670.829000000005,No,
2021-01-18 15:30:00,2022.79,,2181.65,,4670.829000000005,No,
2021-01-18 15:45:00,1965.21,,2177.92,,4670.829000000005,No,
2021-01-18 16:00:00,1958.45,,2156.77,,4670.829000000005,No,
2021-01-18 16:15:00,1975.21,,2115.87,,4670.829000000005,No,
2021-01-18 16:30:00,1971.82,,2091.11,,4670.829000000005,No,
2021-01-18 16:45:00,1945.44,,2064.78,,4670.829000000005,No,
2021-01-18 17:00:00,1922.53,,2039.74,,4670.829000000005,No,
2021-01-18 17:15:00,1894.98,,2039.17,,4670.829000000005,No,
2021-01-18 17:30:00,1864.11,,2037.34,,4670.829000000005,No,
2021-01-18 17:45:00,1821.22,,2034.88,,4670.829000000005,No,
2021-01-18 18:00:00,1774.86,,2030.78,,4670.829000000005,No,
2021-01-18 18:15:00,1770.99,,2028.14,,4670.829000000005,No,
2021-01-18 18:30:00,1835.97,,2031.76,,4670.829000000005,No,
2021-01-18 18:45:00,1898.86,,2027.53,,4670.829000000005,No,
2021-01-18 19:00:00,1967.09,,2024.88,,4670.829000000005,No,
2021-01-18 19:15:00,2014.29,,2026.01,,4670.829000000005,No,
2021-01-18 19:30:00,2046.42,,1998.62,,4670.829000000005,No,
2021-01-18 19:45:00,2036.31,,1973.33,,4670.829000000005,No,
2021-01-18 20:00:00,2034.5,,1944.39,,4670.829000000005,No,
2021-01-18 20:15:00,2015.35,,1919.88,,4670.829000000005,No,
2021-01-18 20:30:00,2018.96,,1930.05,,4670.829000000005,No,
2021-01-18 20:45:00,2062.95,,2014.87,,4670.829000000005,No,
2021-01-18 21:00:00,2079.35,,2018.25,,4670.829000000005,No,
2021-01-18 21:15:00,2136.02,,2026.54,,4670.829000000005,No,
2021-01-18 21:30:00,2156.81,,2054.38,,4670.829000000005,No,
2021-01-18 21:45:00,2180.8,,2052.74,,4670.829000000005,No,
2021-01-18 22:00:00,2220.25,,2039.14,,4670.829000000005,No,
2021-01-18 22:15:00,2338.77,,2035.26,,4670.829000000005,No,
2021-01-18 22:30:00,2454.02,,2046.51,,4670.829000000005,No,
2021-01-18 22:45:00,2545.26,,2044.41,,4670.829000000005,No,
2021-01-18 23:00:00,2669.44,,2044.25,,4670.829000000005,No,
2021-01-18 23:15:00,2712.17,,2045.31,,4670.829000000005,No,
2021-01-18 23:30:00,2733.85,,2035.69,,4670.829000000005,No,
2021-01-18 23:45:00,2742.19,,2035.1,,4670.829000000005,No,
